Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
15182725497,"Jul 19, 2025, 11:31:45 PM",Afternoon Workout,Golf,,5147,15.03,107,3,FALSE,,,activities/16213430211.fit.gz,,,5147,2805,15030.6,20.78,5.359,199.8,156.8,3.2,125.8,34.4,0.3,,,,,107,74,,,153,,,3,,,,,,,,,,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.92,0,,,,,0,,,,,,,,,,,,
15193850812,"Jul 22, 2025, 12:03:48 AM",Afternoon Hike,Hike,,5240,4.28,143,11,FALSE,,,activities/16225604492.fit.gz,,,5240,4601,4288.1,1.928,0.932,350.6,336.2,0,130.4,49.9,0.4,,,,,143,110,,,445,,,11,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.818,3525.6,,,,5266,0,,,,,,5266,,,,,,media/4C6D5C35-7665-4EA7-922D-3EFBB5EF0456.jpg|media/E4521B2B-00CA-4968-B0DE-0F5E0B785EB6.jpg|media/1DB5AE15-CC4A-4D18-81BB-CA838C1C7954.jpg|media/15F77AA9-9E65-4D82-A43E-E3E1BF2E47E3.mp4
15216972441,"Jul 24, 2025, 1:28:10 AM",Evening Tennis,Workout,,3964,0,169,18,FALSE,,,activities/16250344316.fit.gz,,,3964,3964,0,0,0,0,0,0,0,0,0,,,,,169,134,,,613,,,18,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15216972511,"Jul 24, 2025, 3:56:34 AM",Evening Tennis,Workout,,2233,0,160,8,FALSE,,,activities/16250344436.fit.gz,,,2233,2233,0,0,0,0,0,0,0,0,0,,,,,160,127,,,310,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15237360453,"Jul 26, 2025, 1:22:00 AM",Evening Tennis,Workout,ground strokes finally feel consistent,6074,0,160,21,FALSE,,,activities/16272199243.fit.gz,,,6074,6074,0,0,0,0,0,0,0,0,0,,,,,160,125,,,767,,,21,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15259682000,"Jul 27, 2025, 9:33:26 PM",Afternoon Walk,Walk,,2349,1.52,109,1,FALSE,,,activities/16296128081.fit.gz,,,2349,983,1528.4,16.4,1.555,31.4,12.4,0,19.8,14.3,1.3,,,,,109,90,,,80,,,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.651,0,,,,748,0,,,,,,,,,,,,
15270253721,"Jul 29, 2025, 3:26:23 AM",Evening Run,Run,,2423,6.63,172,23,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16307416076.fit.gz,,,2423,2212,6637.9,4.24,3.001,75.4,76.6,82.2,109.8,15.9,0,,,,,172,151,,212,562,,,23,,,,,,,,,208,2306,,,0,,1,6931,,,,,,,,,,,,,,,,23885952,,,,,,,,,,,2.74,0,,,,6458,0,,127,141,3.133,,,,,,,,
15282328763,"Jul 30, 2025, 1:09:11 AM",Evening Tennis,Workout,,4797,0,174,24,FALSE,,,activities/16320274151.fit.gz,,,4797,4797,0,0,0,0,0,0,0,0,0,,,,,174,138,,,783,,,24,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15293428332,"Jul 31, 2025, 2:07:17 AM",Evening Tennis,Workout,,4839,0,174,27,FALSE,,,activities/16332108628.fit.gz,,,4839,4839,0,0,0,0,0,0,0,0,0,,,,,174,137,,,776,,,27,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15324304572,"Aug 2, 2025, 10:58:38 PM",Afternoon Tennis,Workout,,1832,0,134,4,FALSE,,,activities/16365150055.fit.gz,,,1832,1832,0,0,0,0,0,0,0,0,0,,,,,134,108,,,151,,,4,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,media/506CC068-3716-4C41-9355-6F479AFA4578.jpg
15324304645,"Aug 2, 2025, 4:29:06 AM",Night Walk,Walk,,1159,1.24,106,1,FALSE,,,activities/16365150128.fit.gz,,,1159,921,1243.2,2.027,1.35,93.4,0,0,93.4,12.8,8,,,,,106,99,,,59,,,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073,0,,,,1388,0,,,,,,,,,,,,
15325329001,"Aug 3, 2025, 1:06:16 AM",Evening Workout,Workout,,4182,2.43,137,6,FALSE,,,activities/16366256499.fit.gz,,,4182,3162,2433.7,4.069,0.77,34.2,37.6,-0.6,10.2,46.1,-0.1,,,,,137,101,,,418,,,6,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.582,0,,,,,0,,,,,,,,,,,,
15337288483,"Aug 4, 2025, 1:14:50 AM",Evening Run,Run,,2301,6.54,178,44,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16379141028.fit.gz,,,2301,2067,6545.1,8.5,3.166,69.2,79.4,82.4,109.8,12.9,-0.2,,,,,178,164,,223,429,,,44,,,,,,,,,220,2145,,,0,,1,6818.4,,,,,,,,,,,,,,,,23885952,,,,,,,,,,,2.844,0,,,,6126,0,,133,150,3.299,,,,,,,,
15360117646,"Aug 6, 2025, 1:01:23 AM",Evening Run,Run,,1866,5.17,175,26,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/16403469125.fit.gz,,,1866,1678,5175.9,5.32,3.085,55,65,86.2,109.6,7.7,-0.2,,,,,175,156,,217,332,,,26,,,,,,,,,215,1716,,,0,,1,5426.9,,,,,,,,,,,,,,,,23885952,,,,,,,,,,,2.774,0,,,,4970,0,,101,146,3.234,,,,,,,,
15360117667,"Aug 6, 2025, 1:54:54 AM",Evening Tennis,Workout,"3-6

got rained out",3627,0,171,12,FALSE,,,activities/16403469163.fit.gz,,,3627,3627,0,0,0,0,0,0,0,0,0,,,,,171,118,,,416,,,12,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,media/052D856B-6C2F-4B52-80B2-0B520FA1C509.jpg
15372660829,"Aug 7, 2025, 2:41:17 AM",Evening Tennis,Workout,"0-6, 2-6 vs Gab",4614,0,165,19,FALSE,,,activities/16416875076.fit.gz,,,4614,4614,0,0,0,0,0,0,0,0,0,,,,,165,130,,,677,,,19,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15393830976,"Aug 9, 2025, 1:09:04 AM",Evening Tennis,Workout,"0-6, 7-6 (5) 

won my first set ever inshallah

forgot to record first 30-40mins",4499,0,177,41,FALSE,,,activities/16439447478.fit.gz,,,4499,4499,0,0,0,0,0,0,0,0,0,,,,,177,149,,,831,,,41,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,media/6F4614DD-C7AB-470A-901B-14FD58045CA1.jpg
15428047909,"Aug 11, 2025, 1:20:31 AM",Evening Tennis,Workout,,3863,0,131,8,FALSE,,,activities/16476066765.fit.gz,,,3863,3863,0,0,0,0,0,0,0,0,0,,,,,131,104,,,292,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15428047931,"Aug 12, 2025, 1:04:47 AM",Evening Tennis,Workout,,5786,0,150,18,FALSE,,,activities/16476066808.fit.gz,,,5786,5786,0,0,0,0,0,0,0,0,0,,,,,150,121,,,686,,,18,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15440824948,"Aug 13, 2025, 1:50:32 AM",Evening Tennis,Workout,,5266,0,183,70,FALSE,,,activities/16489723863.fit.gz,,,5266,5266,0,0,0,0,0,0,0,0,0,,,,,183,149,,,924,,,70,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15440824992,"Aug 13, 2025, 1:24:28 AM",Evening Tennis,Workout,,345,0,107,0,FALSE,,,activities/16489723941.fit.gz,,,345,345,0,0,0,0,0,0,0,0,0,,,,,107,91,,,19,,,0,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15452971032,"Aug 14, 2025, 2:13:10 AM",Evening Tennis,Workout,serve practice + crema ice cream,2185,0,130,5,FALSE,,,activities/16502710168.fit.gz,,,2185,2185,0,0,0,0,0,0,0,0,0,,,,,130,110,,,196,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,media/75665B05-29D9-4499-82F2-3A5CFB2E428D.jpg
15495961308,"Aug 17, 2025, 10:38:21 PM",Afternoon Tennis,Workout,,5212,0,150,13,FALSE,,,activities/16548704029.fit.gz,,,5212,5212,0,0,0,0,0,0,0,0,0,,,,,150,112,,,473,,,13,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15508478772,"Aug 19, 2025, 12:35:18 AM",Afternoon Tennis,Workout,"4-4 vs K. Kang

went into afib after raging due to a missed smash

car wash afterwards",5395,0,210,26,FALSE,,,activities/16562075954.fit.gz,,,5395,5395,0,0,0,0,0,0,0,0,0,,,,,210,138,,,870,,,26,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/2B4EF3D2-6B7A-48EE-A90F-37A4862029F9.jpg
15520126764,"Aug 20, 2025, 1:29:56 AM",Evening Pickleball,Workout,feeling performative,8483,0,148,19,FALSE,,,activities/16574426935.fit.gz,,,8483,8483,0,0,0,0,0,0,0,0,0,,,,,148,104,,,646,,,19,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,
15544407670,"Aug 22, 2025, 1:17:35 AM",Evening Pickleball,Workout,,2321,0,138,5,FALSE,,,activities/16600944656.fit.gz,,,2321,2321,0,0,0,0,0,0,0,0,0,,,,,138,101,,,187,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15565239423,"Aug 23, 2025, 2:52:07 AM",Evening Pickleball,Workout,,1698,0,165,5,FALSE,,,activities/16624238444.fit.gz,,,1698,1698,0,0,0,0,0,0,0,0,0,,,,,165,119,,,174,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15565239448,"Aug 23, 2025, 8:31:34 PM",Afternoon Ride,Ride,,5371,10.21,128,5,FALSE,,,activities/16624238450.fit.gz,,9,5371,2280,10215.5,10.46,4.48,61.2,60.6,9.4,26,12,0,,,,,128,103,,48,149,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902,432.5,,,,,0,,,,,,,,,,,,
15565239478,"Aug 23, 2025, 2:09:00 AM",Evening Tennis,Workout,,2572,0,154,8,FALSE,,,activities/16624238478.fit.gz,,,2572,2572,0,0,0,0,0,0,0,0,0,,,,,154,121,,,299,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15574111911,"Aug 24, 2025, 6:14:43 PM",Stoney Hill Hike,Hike,,3899,3.31,210,17,FALSE,,,activities/16633761544.fit.gz,,,3899,1761,3316.6,4.209,1.883,158,152.8,150.8,209.6,49.3,0.2,,,,,210,146,,,268,,,17,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.851,3227.6,,,,3624,0,,,,,,3624,0,,,,,media/F3C7E160-1B07-494C-B900-1BDD26D09BA5.jpg|media/C5DA65EC-2049-4248-B9D5-93BAC8EE4D60.jpg
15600244063,"Aug 27, 2025, 2:25:37 AM",Evening Tennis,Workout,[strava://athletes/64371062/11]Alison Chan,2877,0,144,6,FALSE,,,activities/16661790634.fit.gz,,,2877,2877,0,0,0,0,0,0,0,0,0,,,,,144,106,,,237,,,6,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/8AF057E0-8C9F-4B9B-A038-6DD18D21497E.mp4|media/EBBFF044-85FC-455D-9B77-D606C18C6481.mp4|media/DD634D3A-391E-42C1-BB7A-9D9C413E60C5.mp4
15600244164,"Aug 27, 2025, 1:34:42 AM",Evening Walk,Walk,,2271,1.52,121,2,FALSE,,,activities/16661790710.fit.gz,,,2271,1209,1527.3,2.98,1.263,98.8,3.2,0,98.8,11.8,6.4,,,,,121,107,,,108,,,2,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.673,0,,,,1748,0,,,,,,,,,,,,
15600244195,"Aug 24, 2025, 10:43:40 PM",Paddleboard,Workout,,5023,3.96,130,7,FALSE,,,activities/16661790779.fit.gz,,,5023,3654,3964.6,15.32,1.085,130.2,122.8,157.8,179.2,50,0.2,,,,,130,99,,,454,,,7,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.789,219.3,,,,,0,,,,,,,0,,,,,
15610252161,"Aug 27, 2025, 8:34:13 PM",Afternoon Tennis,Workout,,6672,0,167,26,FALSE,,,activities/16672441979.fit.gz,,,6672,6672,0,0,0,0,0,0,0,0,0,,,,,167,132,,,987,,,26,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/789C1B05-7EA2-4B09-A24A-9B0F7D1433D7.mp4|media/F5CE50AE-84D4-4626-84E6-138FBCF044AC.mp4|media/4D3B00DC-01AF-46BF-8BCB-51F3DA700C21.mp4
15643582000,"Aug 31, 2025, 2:20:26 AM",Evening Tennis,Workout,,2059,0,140,4,FALSE,,,activities/16708696020.fit.gz,,,2059,2059,0,0,0,0,0,0,0,0,0,,,,,140,103,,,167,,,4,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/A1F394CF-ABDE-4158-BAB2-9A45AEE63021.mp4
15643582157,"Aug 31, 2025, 1:45:03 AM",Evening Tennis,Workout,,1318,0,129,2,FALSE,,,activities/16708696208.fit.gz,,,1318,1318,0,0,0,0,0,0,0,0,0,,,,,129,101,,,104,,,2,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15687195925,"Sep 3, 2025, 7:51:46 PM",savage creek golf,Workout,"first and only shot

also why my legs look feminine",213,0.09,101,0,FALSE,,,activities/16756882345.fit.gz,,,213,118,89,4.84,0.754,0,3.2,92.2,95.4,5.9,-2.2,,,,,101,76,,,5,,,0,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418,0,,,,,0,,,,,,,0,,,,,media/39BBE2DE-8AFA-490C-9654-111C37E5E369.mp4
15723136769,"Sep 6, 2025, 11:55:24 PM",pickleball with mom,Workout,,4158,0,117,6,FALSE,,,activities/16795199436.fit.gz,,,4158,4158,0,0,0,0,0,0,0,0,0,,,,,117,88,,,259,,,6,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/DAD897C7-BEF3-4A88-9B66-E1FD0238D6A8.jpg
15790718733,"Sep 12, 2025, 9:25:51 PM",Afternoon Tennis,Workout,,5410,0,210,37,FALSE,,,activities/16866695709.fit.gz,,,5410,5410,0,0,0,0,0,0,0,0,0,,,,,210,136,,,830,,,37,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15814579550,"Sep 14, 2025, 8:44:17 PM",Afternoon Tennis,Workout,,5174,0,151,16,FALSE,,,activities/16891796299.fit.gz,,,5174,5174,0,0,0,0,0,0,0,0,0,,,,,151,123,,,587,,,16,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15825708776,"Sep 15, 2025, 11:59:18 PM",Evening Pickleball,Workout,i despise all pickleballers,2860,0,151,9,FALSE,,,activities/16903351275.fit.gz,,,2860,2860,0,0,0,0,0,0,0,0,0,,,,,151,122,,,336,,,9,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,media/AC7C3CA3-4FEA-459D-A381-E061162F6D63.jpg
15825708820,"Sep 16, 2025, 12:49:50 AM",Evening Tennis,Workout,,1285,0,145,4,FALSE,,,activities/16903351356.fit.gz,,,1285,1285,0,0,0,0,0,0,0,0,0,,,,,145,124,,,156,,,4,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15848831353,"Sep 17, 2025, 11:20:32 PM",Evening Tennis,Workout,,3521,0,140,8,FALSE,,,activities/16927073629.fit.gz,,,3521,3521,0,0,0,0,0,0,0,0,0,,,,,140,105,,,264,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15894143581,"Sep 21, 2025, 11:51:16 PM",Western Tennis Club 🎾,Workout,"first session at the bubble 
pretty good",4843,0,165,18,FALSE,,,activities/16973644714.fit.gz,,,4843,4843,0,0,0,0,0,0,0,0,0,,,,,165,129,,,571,,,18,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,
15958506453,"Sep 27, 2025, 11:14:23 PM",Evening Run,Run,,1425,4.29,175,28,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/17039551269.fit.gz,,,1425,1402,4290.2,4.44,3.06,38.8,43,253.2,277.6,11.5,-0.1,,,,,175,160,,199,354,,,28,,,,,,,,,200,1404,,,0,,1,4368.5,,,,,,,,,,,,,,,,23885953,,,,,,,,,,,3.011,0,,,,4056,0,,72,136,3.116,,,,,,,,
15959229644,"Sep 28, 2025, 12:22:57 AM",Evening Tennis,Workout,,1942,0,144,6,FALSE,,,activities/17040293247.fit.gz,,,1942,1942,0,0,0,0,0,0,0,0,0,,,,,144,126,,,207,,,6,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15959229729,"Sep 28, 2025, 12:55:39 AM",Evening Pickleball,Workout,,2203,0,168,13,FALSE,,,activities/17040293373.fit.gz,,,2203,2203,0,0,0,0,0,0,0,0,0,,,,,168,145,,,312,,,13,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15971461888,"Sep 28, 2025, 11:57:05 PM",Evening Tennis,Workout,,7681,0,158,22,FALSE,,,activities/17052824200.fit.gz,,,7681,7681,0,0,0,0,0,0,0,0,0,,,,,158,117,,,722,,,22,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15981150173,"Sep 29, 2025, 10:25:36 PM",Evening Pickleball,Workout,,2477,0,139,6,FALSE,,,activities/17062647840.fit.gz,,,2477,2477,0,0,0,0,0,0,0,0,0,,,,,139,108,,,173,,,6,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15981152855,"Sep 29, 2025, 11:07:06 PM",Evening Tennis,Workout,,2155,0,129,5,FALSE,,,activities/17062650643.fit.gz,,,2155,2155,0,0,0,0,0,0,0,0,0,,,,,129,105,,,153,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15992871540,"Sep 30, 2025, 11:24:08 PM",Evening Tennis,Workout,,1380,0,144,4,FALSE,,,activities/17074508096.fit.gz,,,1380,1380,0,0,0,0,0,0,0,0,0,,,,,144,120,,,129,,,4,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
15992871651,"Sep 30, 2025, 10:59:05 PM",Evening Pickleball,Workout,,1498,0,156,5,FALSE,,,activities/17074508239.fit.gz,,,1498,1498,0,0,0,0,0,0,0,0,0,,,,,156,128,,,197,,,5,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16070097301,"Oct 2, 2025, 11:07:11 PM",Evening Run,Run,,2211,6,207,42,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/17152718518.fit.gz,,,2211,2005,6008.8,4.828,2.997,53,56.8,241.6,271.2,31.5,-0.1,,,,,207,161,,196,346,,,42,,,,,,,,,189,2213,,,0,,1,6205.7,,,,,,,,,,,,,,,,23885953,,,,,,,,,,,2.718,0,,,,5716,0,,101,129,3.095,,,,,,,,
16070097319,"Oct 4, 2025, 9:08:22 PM",Afternoon Tennis,Workout,,3502,0,170,17,FALSE,,,activities/17152718566.fit.gz,,,3502,3502,0,0,0,0,0,0,0,0,0,,,,,170,137,,,496,,,17,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16070097372,"Oct 4, 2025, 10:46:46 PM",Evening Tennis,Workout,,2135,0,160,8,FALSE,,,activities/17152718627.fit.gz,,,2135,2135,0,0,0,0,0,0,0,0,0,,,,,160,131,,,295,,,8,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16070097507,"Oct 5, 2025, 11:56:17 PM",Evening Tennis,Workout,,7381,0,170,28,FALSE,,,activities/17152718755.fit.gz,,,7381,7381,0,0,0,0,0,0,0,0,0,,,,,170,130,,,924,,,28,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16107128693,"Oct 10, 2025, 9:40:02 PM",Afternoon Tennis,Workout,,5558,0,160,19,FALSE,,,activities/17190127756.fit.gz,,,5558,5558,0,0,0,0,0,0,0,0,0,,,,,160,124,,,630,,,19,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16122254140,"Oct 12, 2025, 9:18:03 PM",Afternoon Tennis,Workout,,5272,0,165,24,FALSE,,,activities/17205473052.fit.gz,,,5272,5272,0,0,0,0,0,0,0,0,0,,,,,165,139,,,703,,,24,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16164622695,"Oct 16, 2025, 9:34:42 PM",Afternoon Run,Run,,3114,8.67,188,63,FALSE,,HOKA Mach 6 Mach 6 🚀,activities/17248225333.fit.gz,,,3114,2683,8672.9,6.022,3.233,47.2,70.8,241.6,269.4,40,-0.3,,,,,188,166,,215,502,,,63,,,,,,,,,202,3039,,,0,,1,8943.1,,,,,,,,,,,,,,,,23885953,,,,,,,,,,,2.785,0,,,,7968,0,,158,137,3.333,,,0,,,,,
16185248410,"Oct 18, 2025, 9:24:53 PM",Afternoon Tennis,Workout,tournament tmr,5251,0,159,15,FALSE,,,activities/17269073449.fit.gz,,,5251,5251,0,0,0,0,0,0,0,0,0,,,,,159,118,,,520,,,15,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,
16196886668,"Oct 19, 2025, 11:50:59 PM",Evening Tennis,Workout,"first tourney ever
too nervous first match so went into afib 

4-1 vs alex
1-4 vs cocky af asian kid who didn’t make ivey",7693,0,210,51,FALSE,,,activities/17280898897.fit.gz,,,7693,7693,0,0,0,0,0,0,0,0,0,,,,,210,124,,,827,,,51,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,,,
16267606395,"Oct 26, 2025, 10:16:59 PM",Evening Pickleball,Workout,,2242,0,155,7,FALSE,,,activities/17352183540.fit.gz,,,2242,2242,0,0,0,0,0,0,0,0,0,,,,,155,124,,,253,,,7,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16267606519,"Oct 26, 2025, 8:57:24 PM",Afternoon Tennis,Workout,,4760,0,153,14,FALSE,,,activities/17352183726.fit.gz,,,4760,4760,0,0,0,0,0,0,0,0,0,,,,,153,118,,,462,,,14,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,
16267606711,"Oct 26, 2025, 2:13:00 AM",Night Walk,Walk,,1637,1.57,101,2,FALSE,,,activities/17352183867.fit.gz,,,1637,1211,1574.8,4.12,1.3,20.6,2,88.4,109,43.6,1.2,,,,,101,92,,,74,,,2,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962,0,,,,1240,0,,,,,,,,,,,,
16267606864,"Oct 24, 2025, 11:41:58 PM",Evening Walk,Walk,,1628,1.24,115,1,FALSE,,,activities/17352184025.fit.gz,,,1628,756,1247.9,3.76,1.651,3.8,4.6,89.8,94.4,9.9,0,,,,,115,105,,,68,,,1,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767,0,,,,814,0,,,,,,,,,,,,
16267607004,"Oct 25, 2025, 7:52:24 PM",Afternoon Walk,Walk,,2016,1.35,106,2,FALSE,,,activities/17352183897.fit.gz,,,2016,1169,1350,2.727,1.155,2.8,3.8,88.4,92.2,14.7,0,,,,,106,93,,,79,,,2,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0,,,,1018,0,,,,,,,,,,,,
